,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Cust_enroll_year,Cust_enroll_month,Cust_enroll_Quarter,Cust_enroll_day,Cust_enroll_month_Phase,Age,Joining_Age
520,3696.0,1975,Graduation,Divorced,30630.0,1,1,2024-01-27,67,27,1,12,2.0,0.0,10,2,2,0.0,3,7,0,0,0,0,0,0,3,11,0,2024,January,Q1,Saturday,End,50,49
521,2532.0,1997,Master,Single,73454.0,0,0,2024-03-01,95,982,73,351,56.0,14.0,175,1,2,4.0,6,5,1,0,0,0,0,0,3,11,0,2024,March,Q1,Friday,Start,28,27
522,9214.0,2001,Graduation,Married,42691.0,0,0,2023-08-16,48,179,2,64,38.0,17.0,58,1,5,1.0,6,5,0,0,0,0,0,0,3,11,0,2023,August,Q3,Wednesday,Middle,24,22
523,4943.0,1963,Graduation,Married,70503.0,0,0,2022-09-30,73,1285,33,216,0.0,33.0,66,1,2,4.0,9,6,0,1,1,0,0,0,3,11,0,2022,September,Q3,Friday,End,62,59
524,130.76,1997,Graduation,Married,25545.0,1,0,2022-09-08,35,32,1,64,16.0,12.0,85,3,2,2.0,3,6,0,0,0,0,0,0,3,11,1,2022,September,Q3,Thursday,Start,28,25
525,2258.0,1996,Graduation,Married,32880.0,1,0,2022-12-04,76,8,4,15,7.0,6.0,2,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0,2022,December,Q4,Sunday,Start,29,26
526,4322.0,1968,PhD,Together,77863.0,0,0,2023-11-27,20,881,38,319,16.0,25.0,12,1,4,5.0,10,2,0,0,0,0,0,0,3,11,0,2023,November,Q4,Monday,End,57,55
527,713.0,1987,Master,Married,50353.0,0,0,2024-06-08,72,141,15,153,67.0,31.0,35,1,4,4.0,6,3,0,0,0,0,0,0,3,11,0,2024,June,Q2,Saturday,Start,38,37
528,4702.0,1974,Graduation,Single,61839.0,0,0,2022-08-12,20,1000,155,379,224.0,17.0,120,1,4,8.0,4,8,0,0,0,0,0,0,3,11,0,2022,August,Q3,Friday,Middle,51,48
529,3281.0,1970,PhD,Married,49154.0,1,1,2023-11-03,69,206,10,67,30.0,27.0,71,6,4,1.0,8,6,0,0,0,0,0,0,3,11,0,2023,November,Q4,Friday,Start,55,53
530,702.0,1985,2n Cycle,Widow,47682.0,0,1,2023-02-15,80,162,61,83,97.0,57.0,61,4,4,3.0,8,5,0,0,0,0,0,0,3,11,0,2023,February,Q1,Wednesday,Middle,40,38
531,2004.0,1979,Graduation,Single,72679.0,0,1,2023-09-18,65,619,54,260,127.0,54.0,54,1,4,7.0,5,1,0,0,0,0,0,0,3,11,0,2023,September,Q3,Monday,Middle,46,44
532,4769.0,1987,Master,Together,57954.0,1,1,2024-06-18,52,456,4,24,0.0,0.0,9,7,8,2.0,6,7,0,1,0,0,0,0,3,11,0,2024,June,Q2,Tuesday,Middle,38,37
533,4437.0,1972,Graduation,Married,65316.0,1,1,2023-04-24,65,112,6,92,3.0,9.0,38,2,3,2.0,5,4,0,0,0,0,0,0,3,11,0,2023,April,Q2,Monday,End,53,51
534,8724.0,1992,Graduation,Single,28567.0,1,0,2023-06-17,57,11,3,22,2.0,2.0,6,2,2,0.0,3,6,0,0,0,0,0,0,3,11,0,2023,June,Q2,Saturday,Middle,33,31
535,10741.0,1961,Master,Together,47352.0,0,1,2023-04-11,70,172,12,112,8.0,0.0,15,4,6,1.0,5,7,0,0,0,0,0,0,3,11,0,2023,April,Q2,Tuesday,Middle,64,62
536,1991.0,1977,Graduation,Together,44931.0,0,1,2024-01-18,0,78,0,11,0.0,0.0,7,1,2,1.0,3,5,0,0,0,0,0,0,3,11,0,2024,January,Q1,Thursday,Middle,48,47
537,6931.0,1977,Graduation,Divorced,76982.0,0,0,2024-02-15,19,464,151,292,65.0,60.0,30,1,8,3.0,4,4,0,0,1,0,0,0,3,11,1,2024,February,Q1,Thursday,Middle,48,47
538,11073.039999999999,1962,2n Cycle,Together,57247.0,0,1,2023-08-08,50,99,4,32,37.0,54.0,6,2,2,1.0,7,2,0,0,0,0,0,0,3,11,0,2023,August,Q3,Tuesday,Start,63,61
539,304.0,1991,Master,Single,22944.0,1,0,2023-12-23,67,19,3,19,4.0,5.0,26,3,3,0.0,3,7,0,0,0,0,0,0,3,11,0,2023,December,Q4,Saturday,End,34,32
540,3665.0,1987,2n Cycle,Together,25315.0,1,0,2023-11-07,46,1,9,8,11.0,3.0,22,3,3,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,November,Q4,Tuesday,Start,38,36
541,10591.0,1979,Graduation,Widow,43638.0,0,1,2022-08-06,37,63,10,83,7.0,19.0,19,2,4,1.0,4,7,0,0,0,0,0,0,3,11,0,2022,August,Q3,Saturday,Start,46,43
542,5036.0,1994,PhD,Single,42710.0,1,0,2022-11-28,38,252,3,42,4.0,3.0,102,2,4,5.0,3,6,0,0,0,0,0,0,3,11,0,2022,November,Q4,Monday,End,31,28
543,5547.0,1992,PhD,Married,84169.0,0,0,2023-08-07,9,1285,19,403,0.0,19.0,0,1,7,6.0,6,3,0,1,1,0,0,0,3,11,1,2023,August,Q3,Monday,Start,33,31
544,7822.0,1986,Graduation,Together,54058.0,0,1,2023-06-04,56,198,18,252,32.0,108.0,54,2,4,6.0,8,3,0,0,0,0,0,0,3,11,0,2023,June,Q2,Sunday,Start,39,37
545,8541.0,2000,2n Cycle,Married,24683.0,1,0,2024-03-08,98,8,4,10,6.0,7.0,6,2,2,0.0,4,5,0,0,0,0,0,0,3,11,0,2024,March,Q1,Friday,Start,25,24
546,10955.0,1974,Graduation,Widow,85620.0,0,0,2024-01-07,68,416,46,915,60.0,107.0,46,1,3,6.0,4,1,0,0,0,0,0,0,3,11,1,2024,January,Q1,Sunday,Start,51,50
547,4368.0,1990,Graduation,Married,47850.0,1,0,2023-12-03,72,42,7,43,20.0,12.0,10,1,3,0.0,4,6,0,0,0,0,0,0,3,11,0,2023,December,Q4,Sunday,Start,35,33
548,9671.0,1978,Graduation,Married,19514.0,1,1,2024-01-26,47,14,3,21,2.0,1.0,28,4,3,1.0,2,8,1,0,0,0,0,0,3,11,1,2024,January,Q1,Friday,End,47,46
549,2256.0,1983,Master,Married,27159.0,1,1,2024-03-29,33,17,0,3,0.0,0.0,1,2,1,0.0,3,6,0,0,0,0,0,0,3,11,0,2024,March,Q1,Friday,End,42,41
550,4279.0,1973,2n Cycle,Single,39548.0,1,1,2024-03-31,87,15,4,10,3.0,4.0,18,2,1,1.0,3,3,0,0,0,0,0,0,3,11,0,2024,March,Q1,Sunday,End,52,51
551,5371.0,1999,Graduation,Single,21474.0,1,0,2024-04-08,0,6,16,24,11.0,0.0,34,2,3,1.0,2,7,1,0,0,0,0,0,3,11,1,2024,April,Q2,Monday,Start,26,25
552,9240.0,1981,PhD,Single,60504.0,0,1,2024-02-07,73,458,0,24,6.0,4.0,34,2,6,2.0,8,6,0,0,0,0,0,0,3,11,0,2024,February,Q1,Wednesday,Start,44,43
553,9460.0,1973,Graduation,Married,22419.0,0,0,2023-04-18,74,30,3,47,19.0,21.0,42,1,3,2.0,2,8,0,0,0,0,0,0,3,11,0,2023,April,Q2,Tuesday,Middle,52,50
554,9504.0,1959,Master,Married,81698.0,0,0,2023-11-06,4,179,28,520,111.0,123.0,47,1,3,8.0,13,1,0,0,0,0,0,0,3,11,1,2023,November,Q4,Monday,Start,66,64
555,8692.0,1962,Graduation,Together,43462.0,1,1,2022-09-12,50,90,17,97,15.0,6.0,15,6,4,1.0,5,8,0,0,0,0,0,0,3,11,0,2022,September,Q3,Monday,Middle,63,60
556,448.0,1988,PhD,Single,54880.0,1,0,2023-03-01,57,308,85,137,102.0,45.0,118,2,6,2.0,11,5,0,0,0,0,0,0,3,11,0,2023,March,Q1,Wednesday,Start,37,35
557,8314.0,1992,Graduation,Married,79908.0,0,0,2023-04-05,30,557,129,761,29.0,177.35999999999967,111,1,5,6.0,7,2,0,0,1,0,0,0,3,11,0,2023,April,Q2,Wednesday,Start,33,31
558,8420.0,1980,2n Cycle,Married,15315.0,0,0,2023-08-03,27,7,4,13,15.0,8.0,17,2,2,0.0,4,5,0,0,0,0,0,0,3,11,0,2023,August,Q3,Thursday,Start,45,43
559,3174.0,1969,Graduation,Together,87771.0,0,1,2023-05-22,61,1285,38,287,50.0,57.0,33,1,5,10.0,4,6,0,1,1,1,1,0,3,11,1,2023,May,Q2,Monday,End,56,54
560,7685.0,1988,Graduation,Married,33039.0,1,0,2023-09-09,4,30,8,12,8.0,8.0,12,1,2,0.0,4,5,0,0,0,0,0,0,3,11,0,2023,September,Q3,Saturday,Start,37,35
561,3179.0,1990,Graduation,Single,81741.0,0,0,2023-06-16,75,249,153,915,58.0,134.0,38,0,6,6.0,7,2,0,0,0,0,0,0,3,11,0,2023,June,Q2,Friday,Middle,35,33
562,9780.0,1981,Master,Together,71499.0,0,1,2023-06-25,12,465,25,132,136.0,0.0,37,2,8,3.0,13,4,0,0,0,0,0,0,3,11,0,2023,June,Q2,Sunday,End,44,42
563,10681.0,1980,2n Cycle,Married,62466.0,0,1,2024-01-15,13,129,129,259,168.0,121.0,83,5,6,3.0,12,4,0,0,0,0,0,0,3,11,0,2024,January,Q1,Monday,Middle,45,44
564,10232.0,1973,PhD,Divorced,48799.0,0,1,2023-11-05,9,174,18,81,28.0,6.0,24,3,3,2.0,7,3,0,0,0,0,0,0,3,11,0,2023,November,Q4,Sunday,Start,52,50
565,4184.0,1960,PhD,Together,52157.0,0,1,2024-06-07,48,189,2,29,3.0,2.0,40,2,3,2.0,5,4,0,0,0,0,0,0,3,11,0,2024,June,Q2,Friday,Start,65,64
566,9120.0,1972,Graduation,Single,66565.0,0,1,2022-12-05,80,747,10,161,65.0,40.0,42,4,4,2.0,9,8,0,0,0,0,0,0,3,11,0,2022,December,Q4,Monday,Start,53,50
567,891.0,1961,Master,Together,29298.0,1,1,2023-09-07,60,6,0,2,2.0,0.0,1,1,1,0.0,2,5,0,0,0,0,0,0,3,11,0,2023,September,Q3,Thursday,Start,64,62
568,10381.0,1989,Graduation,Single,47691.0,0,1,2023-07-05,43,14,0,3,0.0,0.0,4,1,1,0.0,2,6,0,0,0,0,0,0,3,11,0,2023,July,Q3,Wednesday,Start,36,34
569,3525.0,1980,Graduation,Together,38200.0,1,1,2022-12-07,19,12,0,4,0.0,0.0,1,1,1,0.0,2,7,0,0,0,0,0,0,3,11,0,2022,December,Q4,Wednesday,Start,45,42
570,6818.0,1984,Graduation,Married,44989.0,0,1,2022-09-12,26,98,0,106,49.0,10.0,106,5,5,1.0,5,6,0,0,0,0,0,0,3,11,0,2022,September,Q3,Monday,Middle,41,38
571,3526.0,1978,PhD,Married,38443.0,1,1,2024-01-27,58,32,0,5,0.0,0.0,1,2,1,0.0,3,7,0,0,0,0,0,0,3,11,0,2024,January,Q1,Saturday,End,47,46
572,8181.0,1988,2n Cycle,Single,38593.0,1,0,2023-09-13,42,51,12,49,17.0,24.0,24,3,4,1.0,3,8,0,0,0,0,0,0,3,11,0,2023,September,Q3,Wednesday,Middle,37,35
573,1029.0,1980,PhD,Together,64413.0,0,1,2023-08-01,27,200,5,44,0.0,10.0,20,1,5,1.0,5,5,0,0,0,0,0,0,3,11,0,2023,August,Q3,Tuesday,Start,45,43
574,7369.0,1991,Master,Married,36959.0,1,0,2023-10-02,56,25,6,25,6.0,0.0,0,2,2,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,October,Q4,Monday,Start,34,32
575,2574.0,1987,PhD,Married,61996.0,0,1,2023-01-31,27,1050,12,144,0.0,0.0,24,3,6,4.0,8,5,0,1,0,1,1,0,3,11,1,2023,January,Q1,Tuesday,End,38,36
576,8159.0,1978,Graduation,Married,51287.0,1,1,2024-04-01,10,117,0,22,13.0,0.0,30,3,4,1.0,3,7,0,0,0,0,0,0,3,11,0,2024,April,Q2,Monday,Start,47,46
577,1160.0,1980,Graduation,Married,13260.0,1,1,2023-08-23,48,9,4,17,10.0,2.0,7,4,3,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,August,Q3,Wednesday,End,45,43
578,10242.0,1976,PhD,Together,47472.0,1,1,2023-09-16,39,56,0,11,0.0,0.0,8,2,2,0.0,4,5,0,0,0,0,0,0,3,11,0,2023,September,Q3,Saturday,Middle,49,47
579,5253.0,1966,Master,Together,54603.0,1,1,2023-07-09,85,145,13,46,17.0,2.0,4,6,4,2.0,4,7,0,0,0,0,0,0,3,11,0,2023,July,Q3,Sunday,Start,59,57
580,5966.0,1984,PhD,Married,45207.0,1,1,2022-11-10,64,203,0,10,0.0,0.0,2,5,3,1.0,6,6,0,1,0,0,0,0,3,11,0,2022,November,Q4,Thursday,Start,41,38
581,5314.0,1961,Graduation,Together,40689.0,0,1,2023-03-18,69,270,3,27,39.0,6.0,99,7,7,1.0,5,8,0,0,0,0,0,0,3,11,0,2023,March,Q1,Saturday,Middle,64,62
582,5081.0,1977,2n Cycle,Together,47821.0,1,1,2023-10-20,54,9,0,16,6.0,6.0,10,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,October,Q4,Friday,Middle,48,46
583,5123.0,1961,Master,Married,27450.0,0,0,2023-04-15,57,37,12,23,8.0,11.0,52,1,2,1.0,3,7,0,0,0,0,0,0,3,11,0,2023,April,Q2,Saturday,Middle,64,62
584,5756.0,1993,Graduation,Together,39453.0,1,0,2024-04-03,64,46,0,7,0.0,0.0,2,2,2,0.0,3,6,0,0,0,0,0,0,3,11,0,2024,April,Q2,Wednesday,Start,32,31
585,8036.0,1981,2n Cycle,Together,26850.0,1,1,2024-04-18,10,31,1,13,7.0,2.0,9,4,2,1.0,4,4,0,0,0,0,0,0,3,11,0,2024,April,Q2,Thursday,Middle,44,43
586,9058.0,1965,Graduation,Widow,79800.0,0,0,2022-09-23,65,1060,21,530,32.0,0.0,224,1,5,10.679999999999836,5,3,1,0,1,1,0,0,3,11,1,2022,September,Q3,Friday,End,60,57
587,5057.0,1971,Master,Married,61794.0,0,1,2023-09-14,74,264,47,188,54.0,47.0,11,2,4,4.0,10,2,0,0,0,0,0,0,3,11,0,2023,September,Q3,Thursday,Middle,54,52
588,254.0,1965,Graduation,Together,53863.0,0,1,2024-05-17,4,399,4,30,6.0,4.0,30,3,7,1.0,7,7,0,1,0,0,0,0,3,11,0,2024,May,Q2,Friday,Middle,60,59
589,4179.0,1969,Graduation,Together,24221.0,0,0,2023-08-20,94,8,9,9,2.0,5.0,22,1,1,1.0,3,4,0,0,0,0,0,0,3,11,0,2023,August,Q3,Sunday,Middle,56,54
590,3710.0,1994,PhD,Single,39684.0,1,0,2022-10-12,41,19,0,35,6.0,4.0,17,2,2,1.0,2,7,0,0,0,0,0,0,3,11,1,2022,October,Q4,Wednesday,Middle,31,28
591,7627.0,1985,Master,Married,92163.0,0,0,2022-12-12,25,817,172,797,106.0,163.0,20,0,5,10.679999999999836,5,2,0,0,1,1,0,0,3,11,1,2022,December,Q4,Monday,Middle,40,37
592,4501.0,1975,Master,Single,69882.0,0,0,2023-11-10,94,292,127,635,132.0,127.0,165,1,3,7.0,9,1,0,0,0,0,0,0,3,11,0,2023,November,Q4,Friday,Start,50,48
593,6424.0,1987,Graduation,Together,33178.0,1,0,2024-01-30,9,12,6,2,11.0,2.0,16,1,1,0.0,3,4,0,0,0,0,0,0,3,11,0,2024,January,Q1,Tuesday,End,38,37
594,3075.0,1982,PhD,Married,59973.0,0,0,2023-09-11,47,130,30,168,20.0,34.0,0,1,3,4.0,7,1,0,0,0,0,0,0,3,11,0,2023,September,Q3,Monday,Middle,43,41
595,4992.0,1985,Master,Together,17459.0,1,0,2023-09-19,12,6,4,16,3.0,10.0,30,3,3,1.0,2,7,0,0,0,0,0,0,3,11,1,2023,September,Q3,Tuesday,Middle,40,38
596,5252.0,1979,Graduation,Divorced,23910.0,1,0,2022-10-26,80,16,12,18,7.0,1.0,13,1,2,0.0,3,7,0,0,0,0,0,0,3,11,0,2022,October,Q4,Wednesday,End,46,43
597,7444.0,1979,Master,Married,42169.0,1,1,2023-10-19,20,19,0,9,0.0,0.0,2,2,1,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,October,Q4,Thursday,Middle,46,44
598,6919.0,1988,2n Cycle,Married,26224.0,1,0,2023-06-04,39,4,7,15,13.0,9.0,15,3,2,1.0,3,6,0,0,0,0,0,0,3,11,0,2023,June,Q2,Sunday,Start,37,35
599,3537.0,1991,Graduation,Together,31089.0,1,0,2022-08-17,57,31,3,31,2.0,8.0,4,3,3,0.0,4,8,0,0,0,0,0,0,3,11,0,2022,August,Q3,Wednesday,Middle,34,31
600,10277.0,1971,Graduation,Single,30081.0,0,1,2023-02-21,27,36,0,2,0.0,0.0,4,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0,2023,February,Q1,Tuesday,End,54,52
601,2453.0,1970,Graduation,Together,62807.0,0,1,2022-08-31,83,526,28,135,10.0,21.0,99,3,5,3.0,12,5,0,0,0,0,0,0,3,11,0,2022,August,Q3,Wednesday,End,55,52
602,7972.0,1965,Graduation,Single,72906.0,0,0,2023-09-17,79,400,32,519,71.0,75.0,54,1,3,4.0,9,1,0,0,0,0,0,0,3,11,0,2023,September,Q3,Sunday,Middle,60,58
603,895.0,1958,PhD,Married,61467.0,0,2,2022-12-09,69,410,16,114,0.0,5.0,49,3,5,2.0,10,5,0,0,0,0,0,0,3,11,0,2022,December,Q4,Friday,Start,67,64
604,1177.0,1976,Master,Together,49618.0,1,1,2023-01-26,77,80,3,26,4.0,2.0,14,4,3,1.0,3,7,0,0,0,0,0,0,3,11,0,2023,January,Q1,Thursday,End,49,47
605,7141.0,1996,Master,Single,21888.0,1,0,2022-12-29,15,88,10,46,2.0,3.0,64,4,5,1.0,2,9,0,0,0,0,0,0,3,11,1,2022,December,Q4,Thursday,End,29,26
606,7232.0,1983,Graduation,Widow,42429.0,0,1,2024-02-11,98,55,0,6,2.0,0.0,4,2,1,1.0,3,5,0,0,0,0,0,0,3,11,0,2024,February,Q1,Sunday,Middle,42,41
607,8477.0,1966,Graduation,Divorced,26150.0,2,1,2023-03-11,61,5,1,13,3.0,5.0,1,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0,2023,March,Q1,Saturday,Middle,59,57
608,2457.0,1985,Basic,Married,30801.0,0,1,2022-10-26,23,8,4,5,15.0,2.0,11,2,1,0.0,3,7,0,0,0,0,0,0,3,11,0,2022,October,Q4,Wednesday,End,40,37
609,988.0,1975,Graduation,Married,81168.0,0,0,2024-05-07,84,410,0,592,147.0,22.0,22,1,6,4.0,7,3,0,0,0,1,0,0,3,11,0,2024,May,Q2,Tuesday,Start,50,49
610,7930.0,1979,Master,Single,26877.0,0,0,2023-08-19,74,101,13,76,20.0,18.0,40,2,3,1.0,6,6,0,0,0,0,0,0,3,11,0,2023,August,Q3,Saturday,Middle,46,44
611,4587.0,1955,Master,Widow,45006.0,0,0,2023-07-18,90,162,25,53,16.0,0.0,10,1,3,1.0,7,3,0,0,0,0,0,0,3,11,0,2023,July,Q3,Tuesday,Middle,70,68
612,6682.0,1983,Basic,Married,18978.0,1,0,2022-12-11,41,2,8,2,4.0,7.0,15,1,1,0.0,3,8,0,0,0,0,0,0,3,11,0,2022,December,Q4,Sunday,Middle,42,39
613,6222.0,1977,Graduation,Married,22574.0,2,1,2023-10-28,28,25,0,8,2.0,0.0,2,2,2,0.0,3,7,0,0,0,0,0,0,3,11,0,2023,October,Q4,Saturday,End,48,46
614,10299.0,1979,PhD,Single,48240.0,0,0,2022-11-09,73,389,91,248,64.0,49.0,41,3,6,3.0,13,5,0,0,0,0,0,0,3,11,1,2022,November,Q4,Wednesday,Start,46,43
615,3083.0,1984,Graduation,Married,45837.0,1,1,2023-07-26,88,215,13,87,17.0,17.0,24,5,6,2.0,5,7,0,0,0,0,0,0,3,11,0,2023,July,Q3,Wednesday,End,41,39
616,8953.0,1975,Master,Single,35791.0,2,1,2023-05-06,94,27,0,5,0.0,0.0,3,2,1,0.0,3,8,0,0,0,0,0,0,3,11,0,2023,May,Q2,Saturday,Start,50,48
617,1503.0,1986,PhD,Together,94443.83999999998,1,1,2023-06-03,31,85,1,16,2.0,1.0,2,0,0,0.0,2,1,0,0,0,0,0,0,3,11,0,2023,June,Q2,Saturday,Start,39,37
618,8650.0,1988,Graduation,Widow,54162.0,1,1,2023-03-18,31,5,6,10,6.0,5.0,10,1,1,0.0,3,4,0,0,0,0,0,0,3,11,0,2023,March,Q1,Saturday,Middle,37,35
619,10862.0,1970,Master,Married,30522.0,0,1,2022-08-17,6,179,8,83,19.0,11.0,26,5,1,2.0,9,2,0,0,0,0,0,0,3,11,0,2022,August,Q3,Wednesday,Middle,55,52
620,2782.0,1971,PhD,Married,54456.0,0,1,2023-07-11,23,352,0,27,10.0,0.0,15,3,6,1.0,7,6,0,0,0,0,0,0,3,11,0,2023,July,Q3,Tuesday,Middle,54,52
621,6941.0,1981,Graduation,Single,31632.0,0,0,2023-07-14,92,17,8,12,11.0,15.0,32,1,2,1.0,2,7,0,0,0,0,0,0,3,11,0,2023,July,Q3,Friday,Middle,44,42
622,10972.0,1959,Graduation,Widow,72298.0,0,0,2024-03-10,52,625,35,169,58.0,17.0,35,1,4,3.0,6,1,0,1,1,0,0,0,3,11,0,2024,March,Q1,Sunday,Start,66,65
623,10708.0,1988,2n Cycle,Single,36975.0,1,0,2023-12-28,50,10,6,11,0.0,4.0,2,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0,2023,December,Q4,Thursday,End,37,35
624,6583.0,1965,2n Cycle,Married,72635.0,0,0,2023-06-03,54,390,22,323,104.0,35.0,107,1,6,8.0,6,3,0,0,0,1,0,0,3,11,0,2023,June,Q2,Saturday,Start,60,58
625,3641.0,1986,Graduation,Married,13624.0,1,0,2023-01-20,93,10,2,15,2.0,1.0,6,2,2,0.0,3,6,0,0,0,0,0,0,3,11,0,2023,January,Q1,Friday,Middle,39,37
626,10156.0,1985,Graduation,Single,84196.0,0,1,2023-06-03,56,215,63,507,226.35999999999967,31.0,190,1,8,4.0,7,3,0,0,0,0,0,0,3,11,0,2023,June,Q2,Saturday,Start,40,38
627,4299.0,1970,Graduation,Together,70971.0,0,1,2022-09-21,28,1001,17,572,93.0,125.0,17,7,11,10.679999999999836,5,7,0,0,0,0,0,0,3,11,1,2022,September,Q3,Wednesday,End,55,52
628,3469.0,1987,PhD,Divorced,34487.0,1,1,2022-09-06,94,19,18,33,24.0,1.0,8,3,3,0.0,3,9,0,0,0,0,0,0,3,11,0,2022,September,Q3,Tuesday,Start,38,35
629,5063.0,1987,Graduation,Single,28769.0,1,0,2022-12-18,76,41,5,129,10.0,3.0,3,3,4,1.0,4,9,0,0,0,0,0,0,3,11,0,2022,December,Q4,Sunday,Middle,38,35
630,10727.0,1980,PhD,Married,69084.0,1,0,2023-11-19,43,1181,107,199,39.0,30.0,30,2,7,3.0,13,8,0,0,0,0,0,0,3,11,0,2023,November,Q4,Sunday,Middle,45,43
631,9624.0,1968,PhD,Together,65488.0,0,0,2024-06-13,46,603,45,207,36.0,18.0,54,1,3,4.0,6,1,0,0,0,0,0,0,3,11,0,2024,June,Q2,Thursday,Middle,57,56
632,5156.0,1980,2n Cycle,Married,62466.0,0,1,2024-01-15,13,129,129,259,168.0,121.0,83,5,6,3.0,12,4,0,0,0,0,0,0,3,11,0,2024,January,Q1,Monday,Middle,45,44
633,4376.0,1970,2n Cycle,Single,32218.0,0,0,2024-02-15,27,10,24,15,13.0,1.0,30,1,2,1.0,3,7,1,0,0,0,0,0,3,11,1,2024,February,Q1,Thursday,Middle,55,54
634,8923.0,1983,Graduation,Single,83917.0,0,0,2023-04-18,12,514,22,732,42.0,177.35999999999967,79,1,6,7.0,7,3,0,0,0,0,0,0,3,11,1,2023,April,Q2,Tuesday,Middle,42,40
635,8461.0,1972,Graduation,Divorced,46102.0,2,1,2024-03-10,3,14,0,2,0.0,0.0,1,1,1,0.0,2,7,0,0,0,0,0,0,3,11,0,2024,March,Q1,Sunday,Start,53,52
636,6945.0,1962,Graduation,Single,84574.0,0,0,2023-06-04,72,387,20,713,38.0,54.0,163,1,9,10.679999999999836,11,5,0,0,0,0,0,0,3,11,0,2023,June,Q2,Sunday,Start,63,61
637,944.0,1972,Graduation,Married,56181.0,0,1,2023-01-08,6,121,103,69,8.0,44.0,48,1,4,2.0,7,4,0,0,0,0,0,0,3,11,0,2023,January,Q1,Sunday,Start,53,51
638,1907.0,1960,Master,Divorced,63120.0,0,1,2022-09-28,53,965,69,279,54.0,41.0,69,5,8,4.0,9,7,0,0,0,0,0,0,3,11,1,2022,September,Q3,Wednesday,End,65,62
639,701.0,1981,Graduation,Married,73691.0,0,1,2023-11-06,58,707,21,250,85.0,43.0,73,2,6,2.0,8,2,1,0,0,0,0,0,3,11,0,2023,November,Q4,Monday,Start,44,42
640,3856.0,1970,Graduation,Together,63381.0,0,1,2022-10-05,78,571,50,142,33.0,50.0,159,4,4,5.0,13,2,0,0,0,0,0,0,3,11,0,2022,October,Q4,Wednesday,Start,55,52
641,4149.0,1958,PhD,Together,76140.0,0,0,2024-05-13,57,586,66,653,17.0,0.0,26,1,5,9.0,6,2,0,0,0,0,0,0,3,11,0,2024,May,Q2,Monday,Middle,67,66
642,2131.0,1969,PhD,Divorced,62859.0,0,1,2022-12-30,37,1063,89,102,16.0,12.0,25,4,9,4.0,6,6,0,0,0,0,0,0,3,11,0,2022,December,Q4,Friday,End,56,53
643,2942.0,1974,Graduation,Single,45906.0,0,1,2023-05-07,20,305,3,27,4.0,3.0,144,2,5,4.0,4,5,1,0,0,0,0,0,3,11,0,2023,May,Q2,Sunday,Start,51,49
644,1173.0,1957,Master,Together,77632.0,0,0,2023-03-10,73,1200,105,758,0.0,42.0,147,1,4,2.0,6,2,0,1,1,0,0,0,3,11,1,2023,March,Q1,Friday,Start,68,66
645,4381.0,1981,PhD,Married,46463.0,1,1,2023-08-18,56,163,2,40,8.0,11.0,11,7,3,1.0,6,6,0,0,0,0,0,0,3,11,0,2023,August,Q3,Friday,Middle,44,42
646,4611.0,1980,Graduation,Together,94443.83999999998,0,0,2023-01-21,36,1009,172,104,202.0,21.0,207,0,9,8.0,13,3,0,0,1,1,0,0,3,11,1,2023,January,Q1,Saturday,End,45,43
647,3376.0,1980,Master,Divorced,55282.0,1,0,2023-12-13,9,125,6,73,8.0,4.0,19,1,3,1.0,6,4,0,0,0,0,0,0,3,11,0,2023,December,Q4,Wednesday,Middle,45,43
648,4679.0,1987,Master,Married,78710.0,0,1,2024-05-23,42,721,0,152,119.0,50.0,50,3,7,6.0,12,4,0,0,0,0,0,0,3,11,0,2024,May,Q2,Thursday,End,38,37
649,10928.0,1968,Graduation,Together,66886.0,0,1,2023-09-16,28,315,4,62,41.0,31.0,146,2,7,1.0,7,5,0,0,0,0,0,0,3,11,0,2023,September,Q3,Saturday,Middle,57,55
650,4248.0,1970,Master,Single,94443.83999999998,0,0,2024-02-17,23,1000,19,711,125.0,115.0,38,0,4,6.0,9,1,0,1,0,0,0,0,3,11,0,2024,February,Q1,Saturday,Middle,55,54
651,6728.0,1995,Graduation,Together,29103.0,1,0,2022-08-27,38,16,0,17,6.0,3.0,6,2,1,0.0,3,9,0,0,0,0,0,0,3,11,0,2022,August,Q3,Saturday,End,30,27
